facility_code,institution,city,state,zip,country,type,correspondence,flight,bah,cross,ope,insturl,vet_tuition_policy_url,pred_degree_awarded,locale,gibill,undergrad_enrollment,yr,student_veteran,student_veteran_link,poe,eight_keys,dodmou,sec_702,vetsuccess_name,vetsuccess_email,credit_for_mil_training,vet_poc,student_vet_grp_ipeds,soc_member,va_highest_degree_offered,retention_rate_veteran_ba,retention_all_students_ba,retention_rate_veteran_otb,retention_all_students_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,graduation_rate_all_students,transfer_out_rate_veteran,transfer_out_rate_all_students,salary_all_students,repayment_rate_all_students,avg_stu_loan_debt,calendar,tuition_in_state,tuition_out_of_state,books,online_all,p911_tuition_fees,p911_recipients,p911_yellow_ribbon,p911_yr_recipients,accredited,accreditation_type,accreditation_status,caution_flag,caution_flag_reason,complaints_facility_code,complaints_financial_by_fac_code,complaints_quality_by_fac_code,complaints_refund_by_fac_code,complaints_marketing_by_fac_code,complaints_accreditation_by_fac_code,complaints_degree_requirements_by_fac_code,complaints_student_loans_by_fac_code,complaints_grades_by_fac_code,complaints_credit_transfer_by_fac_code,complaints_job_by_fac_code,complaints_transcript_by_fac_code,complaints_other_by_fac_code,complaints_main_campus_roll_up,complaints_financial_by_ope_id_do_not_sum,complaints_quality_by_ope_id_do_not_sum,complaints_refund_by_ope_id_do_not_sum,complaints_marketing_by_ope_id_do_not_sum,complaints_accreditation_by_ope_id_do_not_sum,complaints_degree_requirements_by_ope_id_do_not_sum,complaints_student_loans_by_ope_id_do_not_sum,complaints_grades_by_ope_id_do_not_sum,complaints_credit_transfer_by_ope_id_do_not_sum,complaints_jobs_by_ope_id_do_not_sum,complaints_transcript_by_ope_id_do_not_sum,complaints_other_by_ope_id_do_not_sum
20D36949,AB ELECTRIC OF SOUTHERN WISCONSIN INC,CAMBRIDGE,WI,53523,USA,OJT,,,1567,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002615,AB HOME IMPROVEMENT,ANKENY,IA,50023,USA,OJT,,,1423,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30206503,ABA-AGC EDUCATION FUND,PHOENIX,AZ,85007,USA,OJT,,,1522,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20729107,ABATE ELECTRIC INC,EAST HAVEN,CT,6512,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20274237,ABB STOVES LLC,SALEM,OR,97304,USA,OJT,,,1339,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644740,ABBEVILLE POLICE DEPARTMENT,ABBEVILLE,SC,29620,USA,OJT,,,1090,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20D21838,ABBI CO INC,READING,PA,19612,USA,OJT,,,1339,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25061446,ABBOTT EDUCATION CENTER,VIRGINIA BEACH,VA,23464,USA,For Profit,,,1525,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20626835,ABBOTT TOOL INCORPORATED,TOLEDO,OH,43612,USA,OJT,,,1063,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30004020,ABC BALTIMORE METRO CHAPTER,TOWSON,MD,21286,USA,OJT,,,2188,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25005204,ABC BEAUTY COLLEGE INC,ARKADELPHIA,AR,71923,USA,For Profit,,,1015,106281,"""03065100""",www.abc-beautycollege.com,,1,32,1,32,,,,,,,,,,,,,,NCD,,,,0.5455,,,,NULL,,,PrivacySuppressed,0.236842105,16500,nontraditional,11800,11800,1200,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25021804,ABC BEAUTY COLLEGE INC,HOT SPRINGS,AR,71913,USA,For Profit,,,1318,106281,"""03065100""",www.abc-beautycollege.com,,1,32,,32,,,,,,,,,,,,,,NCD,,,,0.5455,,,,NULL,,,PrivacySuppressed,0.236842105,16500,nontraditional,11800,11800,1200,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30036020,ABC CHESAPEAKE SHORES CHAPTER,ANNAPOLIS,MD,21401,USA,OJT,,,2158,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007220,ABC CUMBERLAND VALLEY CHAPTER,HAGERSTOWN,MD,21740,USA,OJT,,,1396,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20275329,ABC FABRICATORS INC,LACONIA,NH,3246,USA,OJT,,,1585,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25060104,ABC HOME INSPECTION INSTITUTE,VILONIA,AR,72173,USA,For Profit,,,1351,NONE,NONE,,,,,2,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"4,490.00",2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20058228,ABC INC-SIERRA NEVADA CHAPTER,RENO,NV,89502,USA,OJT,,,1189,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30015820,ABC METRO WASHINGTON,HYATTSVILLE,MD,20782,USA,OJT,,,2302,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301B0705,ABC NORTHERN CALIFORNIA UAC,LIVERMORE,CA,94551,USA,OJT,,,3148,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20044502,ABC OF ALASKA INC,Anchorage,AK,99517,USA,OJT,,,2083,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057528,ABC OF SOUTHERN NEVADA,LAS VEGAS,NV,89118,USA,OJT,,,1363,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20C55133,ABC OF THE CAROLINAS INC,CHARLOTTE,NC,28206,USA,OJT,,,1462,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20663725,ABC TOW AND DIESEL REPAIR,BLUE SPRINGS,MO,64015,USA,OJT,,,1294,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25203022,ABC TRAINING AND TESTING,HORTON,MI,49246,USA,For Profit,,,1204,NONE,NONE,,,,,1,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"2,397.00",1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25179505,ABCO TECHNOLOGY,LOS ANGELES,CA,90045,USA,For Profit,,,2449,NONE,"""04242600""",,,,,34,,,,,,,,,,,,,,,NCD,,,0.5,,,0.5,,,,,,,,,,,,,"86,189.16",9,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25160522,ABCOTT INSTITUTE,SOUTHFIELD,MI,48075,USA,For Profit,,,1648,461892,"""04183300""",www.abcott.edu,abcottinstitute.com/npcalc.html,1,13,3,151,,,,,,,,,,,,,,NCD,,,,0.8514,,,,NULL,,,NULL,NULL,6333,nontraditional,9000,9000,500,,"23,000.00",2,,,Yes,National,Show Cause,Yes,"Accreditation (Show Cause),",,,,,,,,,,,,,,,,,,,,,,,,,,
25005737,ABDILL CAREER COLLEGE INC,Medford,OR,97504,USA,For Profit,,,1435,208123,"""03783400""",www.abdill.com,www.abdill.com,1,13,13,80,,,,Yes,,,,,,,,,,NCD,,,1,,,1,,NULL,,,NULL,0.540372671,9500,nontraditional,11550,11550,3712,,"57,464.00",8,,,Yes,National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21151562,ABE INTERNATIONAL COLLEGE OF BUSINESS - CAINTA,CAINTA,,,Philippines,Foreign,,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20B00838,ABECK ELECTRICAL CONTRACTORS,WILMERDING,PA,15148,USA,OJT,,,1543,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20866521,ABEL WOMACK INC,Lawrence,MA,1843,USA,OJT,,,2098,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15006641,ABERDEEN AREA CAREER PLANNING CENTER INC,ABERDEEN,SD,57402,USA,Public,,,1147,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131841,ABERDEEN CHRYSLER CENTER,ABERDEEN,SD,57401,USA,OJT,,,1147,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109720,ABERDEEN CONTRACTING DIVISIONS,"Aberdeen, APG",MD,21005,USA,OJT,,,1720,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10027241,ABERDEEN POLICE DEPARTMENT,ABERDEEN,SD,57401,USA,OJT,,,1147,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15004920,ABERDEEN PROVING GROUND POLICE ACADEMY,ABERDEEN PROVING GRD,MD,21005,USA,Public,,,1720,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10540830,ABERDEEN TOWNSHIP POLICE DEPARTMENT,ABERDEEN,NJ,7747,USA,OJT,,,2548,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102774,ABERYSTWYTH UNIVERSITY,"ABERYSTWYTH, SY23 3DD, WALES",,,United Kingdom,Foreign,,,,NONE,"""00845200""",,,,,8,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,"86,270.73",6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25391432,ABI SCHOOL OF BARBERING AND COSMETOLOGY OF TRIBECA INC,NEW YORK,NY,10007,USA,For Profit,,,3775,NONE,NONE,,,,,3,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20B99843,ABILENE AERO INC,ABILENE,TX,79602,USA,OJT,,,1066,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31000143,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,79699,USA,Private,,,1066,222178,"""00353700""",www.acu.edu,www.acu.edu/campusoffices/registrar/veterans,3,12,161,3647,Yes,,,,,,,,,Yes,Yes,,Yes,4-year,0.5,0.7941,,,0.5,,,0.578468615,,,40200,0.847839318,26237.5,semesters,28350,28350,1250,,"1,745,755.41",131,"14,426.57",7,Yes,Regional,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
10C26843,ABILENE FIRE DEPARTMENT,ABILENE,TX,79603,USA,OJT,,,1066,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32915238,ABINGTON MEMORIAL HOSPITAL,ABINGTON,PA,19001,USA,Private,,,2002,NONE,"""00328706""",,,,,,,,,,Yes,,Yes,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32915538,ABINGTON MEMORIAL HOSPITAL DIXON SCHOOL OF NURSING,WILLOW GROVE,PA,19090,USA,Private,,,2002,210456,"""00708700""",www.amhdixonson.org,www.amhdixonson.org,1,21,6,224,,,,Yes,,,,,,,,,,4-year,,,,,,,,NULL,,,PrivacySuppressed,0.883333333,16035,nontraditional,.,.,.,,"33,492.83",4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109921,ABINGTON POLICE DEPARTMENT,Abington,MA,2351,USA,OJT,,,2647,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20N28132,ABJ FIRE PROTECTION COMPANY,East Syracuse,NY,13057,USA,OJT,,,1195,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35061413,ABLE CAREER INSTITUTE-NATIONAL ABLE NETWORK,CHICAGO,IL,60661,USA,Private,,,2065,NONE,NONE,,,,,14,,,,,,,,,,,,,,,NCD,,,0,,,1,,,,,,,,,,,,,"88,300.00",11,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20814807,ABLE ELECTRIC COMPANY INC,BLOOMFIELD,CT,6002,USA,OJT,,,1885,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201B7305,ABLE WIRE EDM INC,BREA,CA,92821,USA,OJT,,,2449,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20645525,ABM CLEANING AND RESTORATION INC,St Joseph,MO,64503,USA,OJT,,,916,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20496617,ABNER CONSTRUCTION COMPANY INC,MOREHEAD,KY,40351,USA,OJT,,,1090,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11120078,ABO AKADEMI UNIVERSITY,"ABO, FI-20500",,,Finland,Foreign,,,,NONE,NONE,,,,,,,,,,,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20A06410,ABO APPRENTICESHIP INJ,MELBOURNE,FL,32904,USA,OJT,,,1525,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14953411,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,Tifton,GA,31793,USA,Public,,,1054,138558,"""00154100""",www.abac.edu,,2,32,100,3194,,,,,yes,Yes,Yes,,,Yes,Yes,,,2-year,,0.604,0.571,,,0.571,0,0.16227673,0.4,,31900,0.588881707,13500,semesters,3848,11516,775,,"146,328.48",63,,,Yes,Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15001115,ABRAHAM LINCOLN HIGH SCHOOL,DES MOINES,IA,50315,USA,Public,,,1423,NONE,NONE,,,,,,,,,,,,,No,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21115805,ABRAHAM LINCOLN UNIVERSITY,LOS ANGELES,CA,90010,USA,For Profit,,,2449,480444,"""04243800""",,,,,25,,,,,Yes,,No,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,"71,488.00",17,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20R11438,ABRAXAS I,Marienville,PA,16239,USA,OJT,,,1204,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20R11038,ABRAXAS YOUTH & FAMILY SERVICES,Pittsburgh,PA,15206,USA,OJT,,,1543,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20R11238,ABRAXAS YOUTH & FAMILY SERVICES,Pittsburgh,PA,15221,USA,OJT,,,1543,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20597113,ABRAXAS YOUTH AND FAMILY SERVICES,HINSDALE,IL,60527,USA,OJT,,,2065,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20597313,ABRAXAS YOUTH AND FAMILY SERVICES,WOODRIDGE,IL,60517,USA,OJT,,,2065,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20R11938,ABRAXAS-ERIE OPERATIONS,Erie,PA,16507,USA,OJT,,,1123,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10567030,ABSECON POLICE DEPARTMENT,Absecon,NJ,8201,USA,OJT,,,1672,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20788507,ABSOLUTE AIR SYSTEMS LLC,COLCHESTER,CT,6415,USA,OJT,,,1513,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202B0705,ABSOLUTE BODY & PAINT,MODESTO,CA,95356,USA,OJT,,,1249,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706025,ABSOLUTE COMFORT TECHNOLOGIES,PARKVILLE,MO,64152,USA,OJT,,,1036,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500530,ABSOLUTE CONSTRUCTION,Roselle,NJ,7203,USA,OJT,,,2521,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20515221,ABSOLUTE FIRE PROTECTION INC,West Springfield,MA,1089,USA,OJT,,,1522,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20273245,ABSOLUTE MECHANICAL INC,Grand Isle,VT,5458,USA,OJT,,,1699,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20826707,ABSOLUTE PLUMBING & HEATING LLC,TRUMBULL,CT,6611,USA,OJT,,,2764,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35006705,ABSOLUTE SAFETY TRAINING INC,WILLOWS,CA,95988,USA,Private,,,1339,NONE,NONE,,,,,2,,,,,Yes,,,,,,,,,,NCD,,,1,,,1,,,,,,,,,,,,,"17,500.00",3,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20518914,ABTECH ELECTRICAL INC,JEFFERSONVILLE,IN,47131,USA,OJT,,,1399,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241634,ABU TRAILERS INC,DWIGHT,ND,58075,USA,OJT,,,1090,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174735,AC MACHINE INCORPORATED,AKRON,OH,44312,USA,OJT,,,1111,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20B15622,AC ROCHESTER-GRAND RAPIDS,GRAND RAPIDS,MI,49501,USA,OJT,,,1069,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21006303,ACACIA UNIVERSITY,TEMPE,AZ,85284,USA,For Profit,,,1522,NONE,NONE,,,,,1,,,,,Yes,,,,,,,,,,4-year,,,,,,,,,,,,,,,,,,,"3,458.39",2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25026063,ACADEMIA SERRANT INC,PONCE,PR,717,USA,For Profit,,,1778,421896,"""03122500""",www.serrant.edu,www.serrant.edu/pdf/catalogoinstitucional-2014-2015.pdf,1,12,21,390,,,,Yes,,,,,,,,,,NCD,,,1,0.8478,,1,,NULL,,,12100,NULL,NULL,nontraditional,5448,5448,888,,"20,500.88",5,,,Yes,National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15025923,ACADEMIC ARTS HIGH SCHOOL,WEST SAINT PAUL,MN,55118,USA,Public,,,1528,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25361832,ACADEMICS OF FLIGHT,Sunnyside,NY,11104,USA,For Profit,,,3775,NONE,NONE,,,,,3,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,"10,030.00",2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25519614,ACADEMY BEAUTY COLLEGE,MISHAWAKA,IN,46544,USA,For Profit,,,1099,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21015323,ACADEMY COLLEGE,BLOOMINGTON,MN,55431,USA,For Profit,,,1528,172866,"""02050300""",www.academycollege.edu,academycollege.edu/financial-aid/other-resources,2,13,37,140,Yes,,,Yes,,Yes,,,,Yes,,,,4-year,,,1,,,1,,0.44262623,,,38300,0.48,36387,quarters,18680,18680,1304,,"357,808.22",30,"27,511.52",11,Yes,National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200531,ACADEMY DEL SOL,ALAMOGORDO,NM,88310,USA,Public,,,1045,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001407,ACADEMY DI CAPELLI-SCHOOL OF COSMETOLOGY,WALLINGFORD,CT,6492,USA,For Profit,,,2764,449463,"""04104300""",www.academydicapelli.com,www.academydicapelli.com,1,21,,29,,,,Yes,,,,,,,,Yes,,NCD,,,,1,,,,NULL,,,NULL,0.785714286,13833,nontraditional,18450,18450,1900,,,,,,Yes,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25003312,ACADEMY DI FIRENZE,JEROME,ID,83338,USA,For Profit,,,1129,476957,"""04207200""",academydifirenze.com,,1,33,,20,,,,,,,,,,,,,,NCD,,,,1,,,,NULL,,,NULL,NULL,PrivacySuppressed,nontraditional,10300,10300,1200,,,,,,Yes,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31059810,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,GAINESVILLE,FL,32601,USA,Private,,,1372,451079,"""04133500""",www.acupuncturist.edu,,4,12,2,NULL,,,,,,,,,,,,,,4-year,,,,,,,,NULL,,,NULL,NULL,NULL,nontraditional,.,.,.,,"15,241.31",1,,,Yes,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35551532,ACADEMY FOR JEWISH RELIGION,RIVERDALE,NY,10471,USA,Private,,,3775,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200322,ACADEMY FOR MANUFACTURING CAREERS,JACKSON,MI,49201,USA,OJT,,,1204,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35160822,ACADEMY FOR MANUFACTURING CAREERS,JACKSON,MI,49201,USA,Private,,,1204,NONE,NONE,,,,,,,,,,,,,,,,,,,,NCD,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25071643,ACADEMY FOR MASSAGE THERAPY TRNG,SAN ANTONIO,TX,78216,USA,For Profit,,,1615,NONE,NONE,,,,,20,,,,,Yes,,,,,,,,,,NCD,,,0.5,,,0.5,,,,,,,,,,,,,"36,623.07",6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349F4410,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,West Palm Beach,FL,33417,USA,Private,,,1783,NONE,NONE,,,,,,,Yes,,,Yes,,,,,,,,,,2-year,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12950440,ACADEMY FOR PASTORAL EDUCATION,COLUMBIA,SC,29202,USA,Public,,,1432,NONE,NONE,,,,,,,,,,,,,Yes,,,,,,,4-year,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
